FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
210811;2000;42;;;
210811;2100;149;;;
210811;2200;242;;;
210811;2300;208;;;
210812;0000;174;;;
210812;0100;145;;;
210812;0200;120;;;
210812;0300;137;;;
210812;0400;115;;;
210812;0500;97;;;
210812;0600;63;;;
210812;0700;276;;;
210812;0800;368;;;
210812;0900;153;;;
210812;1000;34;;;
210812;1100;18;;;
210812;1200;6;;;
210812;1300;12;;;
210812;1400;12;;;
210812;1500;16;;;
210812;1600;12;;;
210812;1700;22;;;
210812;1800;35;;;
210812;1900;53;;;
210812;2000;65;;;
210812;2100;77;;;
210812;2200;125;;;
210812;2300;92;;;
210813;0000;46;;;
210813;0100;31;;;
210813;0200;16;;;
210813;0300;14;;;
210813;0400;9;;;
210813;0500;10;;;
210813;0600;35;;;
210813;0700;78;;;
210813;0800;253;;;
210813;0900;27;;;
210813;1000;21;;;
210813;1100;17;;;
210813;1200;8;;;
210813;1300;12;;;
210813;1400;11;;;
210813;1500;13;;;
210813;1600;18;;;
210813;1700;25;;;
210813;1800;62;;;
210813;1900;67;;;
210813;2000;184;;;
210813;2100;49;;;
210813;2200;43;;;
210813;2300;18;;;
210814;0000;33;;;
210814;0100;50;;;
210814;0200;15;;;
210814;0300;17;;;
210814;0400;10;;;
210814;0500;6;;;
210814;0600;13;;;
210814;0700;18;;;
210814;0800;18;;;
210814;0900;16;;;
210814;1000;16;;;
210814;1100;17;;;
210814;1200;12;;;
210814;1300;11;;;
210814;1400;18;;;
210814;1500;25;;;
210814;1600;27;;;
210814;1700;39;;;
210814;1800;55;;;
210814;1900;45;;;
210814;2000;51;;;
210814;2100;98;;;
210814;2200;194;;;
210814;2300;115;;;
210815;0000;60;;;
210815;0100;144;;;
210815;0200;78;;;
210815;0300;90;;;
210815;0400;13;;;
210815;0500;19;;;
210815;0600;29;;;
210815;0700;38;;;
210815;0800;82;;;
210815;0900;80;;;
210815;1000;72;;;
210815;1100;69;;;
210815;1200;88;;;
210815;1300;82;;;
210815;1400;49;;;
210815;1500;49;;;
210815;1600;66;;;
210815;1700;79;;;
210815;1800;88;;;
210815;1900;90;;;
210815;2000;106;;;
210815;2100;79;;;
210815;2200;178;;;
210815;2300;126;;;
210816;0000;95;;;
210816;0100;107;;;
210816;0200;54;;;
210816;0300;45;;;
210816;0400;42;;;
210816;0500;43;;;
210816;0600;45;;;
210816;0700;82;;;
210816;0800;129;;;
210816;0900;47;;;
210816;1000;120;;;
210816;1100;102;;;
210816;1200;26;;;
210816;1300;59;;;
210816;1400;48;;;
210816;1500;49;;;
210816;1600;39;;;
210816;1700;88;;;
210816;1800;99;;;
210816;1900;28;;;
210816;2000;19;;;
210816;2100;25;;;
210816;2200;86;;;
210816;2300;51;;;
210817;0000;51;;;
210817;0100;26;;;
210817;0200;2;;;
210817;0300;5;;;
210817;0400;19;;;
210817;0500;3;;;
210817;0600;4;;;
210817;0700;22;;;
210817;0800;29;;;
210817;0900;36;;;
210817;1000;27;;;
210817;1100;31;;;
210817;1200;17;;;
210817;1300;8;;;
210817;1400;12;;;
210817;1500;27;;;
210817;1600;37;;;
210817;1700;63;;;
210817;1800;34;;;
210817;1900;86;;;
210817;2000;77;;;
210817;2100;73;;;
210817;2200;116;;;
210817;2300;147;;;
210818;0000;78;;;
210818;0100;56;;;
210818;0200;75;;;
210818;0300;59;;;
210818;0400;36;;;
210818;0500;27;;;
210818;0600;38;;;
210818;0700;117;;;
210818;0800;25;;;
210818;0900;35;;;
210818;1000;21;;;
210818;1100;24;;;
210818;1200;25;;;
210818;1300;42;;;
210818;1400;34;;;
210818;1500;18;;;
210818;1600;47;;;
210818;1700;58;;;
210818;1800;147;;;
210818;1900;123;;;
210818;2000;132;;;
210818;2100;151;;;
210818;2200;76;;;
210818;2300;44;;;
210819;0000;42;;;
210819;0100;56;;;
210819;0200;16;;;
210819;0300;5;;;
210819;0400;14;;;
210819;0500;16;;;
210819;0600;42;;;
210819;0700;154;;;
210819;0800;75;;;
210819;0900;36;;;
210819;1000;18;;;
210819;1100;16;;;
210819;1200;20;;;
210819;1300;24;;;
210819;1400;28;;;
210819;1500;23;;;
210819;1600;32;;;
210819;1700;35;;;
210819;1800;67;;;
210819;1900;107;;;
210819;2000;287;;;
210819;2100;413;;;
210819;2200;227;;;
210819;2300;154;;;
210820;0000;155;;;
210820;0100;138;;;
210820;0200;105;;;
210820;0300;39;;;
210820;0400;22;;;
210820;0500;26;;;
210820;0600;20;;;
210820;0700;53;;;
210820;0800;68;;;
210820;0900;53;;;
210820;1000;63;;;
210820;1100;39;;;
210820;1200;30;;;
210820;1300;46;;;
210820;1400;32;;;
210820;1500;30;;;
210820;1600;42;;;
210820;1700;46;;;
210820;1800;82;;;
210820;1900;125;;;
210820;2000;109;;;
210820;2100;84;;;
210820;2200;146;;;
210820;2300;91;;;
210821;0000;72;;;
210821;0100;131;;;
210821;0200;81;;;
210821;0300;52;;;
210821;0400;63;;;
210821;0500;7;;;
210821;0600;51;;;
210821;0700;52;;;
210821;0800;46;;;
210821;0900;61;;;
210821;1000;25;;;
210821;1100;38;;;
210821;1200;74;;;
210821;1300;114;;;
210821;1400;132;;;
210821;1500;103;;;
210821;1600;166;;;
210821;1700;182;;;
210821;1800;85;;;
210821;1900;104;;;
210821;2000;104;;;
210821;2100;78;;;
210821;2200;70;;;
210821;2300;59;;;
210822;0000;75;;;
210822;0100;96;;;
210822;0200;32;;;
210822;0300;18;;;
210822;0400;70;;;
210822;0500;32;;;
210822;0600;30;;;
210822;0700;30;;;
210822;0800;86;;;
210822;0900;53;;;
210822;1000;25;;;
210822;1100;26;;;
210822;1200;21;;;
210822;1300;19;;;
210822;1400;14;;;
210822;1500;20;;;
210822;1600;18;;;
210822;1700;37;;;
210822;1800;85;;;
210822;1900;99;;;
210822;2000;45;;;
210822;2100;36;;;
210822;2200;56;;;
210822;2300;72;;;
210823;0000;47;;;
210823;0100;45;;;
210823;0200;17;;;
210823;0300;9;;;
210823;0400;7;;;
210823;0500;8;;;
210823;0600;22;;;
210823;0700;44;;;
210823;0800;74;;;
210823;0900;26;;;
210823;1000;23;;;
210823;1100;15;;;
210823;1200;21;;;
210823;1300;12;;;
210823;1400;17;;;
210823;1500;24;;;
210823;1600;21;;;
210823;1700;37;;;
210823;1800;65;;;
210823;1900;70;;;
210823;2000;39;;;
210823;2100;44;;;
210823;2200;53;;;
210823;2300;51;;;
210824;0000;11;;;
210824;0100;11;;;
210824;0200;9;;;
210824;0300;5;;;
210824;0400;6;;;
210824;0500;7;;;
210824;0600;18;;;
210824;0700;32;;;
210824;0800;38;;;
210824;0900;35;;;
210824;1000;17;;;
210824;1100;19;;;
210824;1200;20;;;
210824;1300;18;;;
210824;1400;25;;;
210824;1500;29;;;
210824;1600;27;;;
210824;1700;39;;;
210824;1800;36;;;
210824;1900;22;;;
210824;2000;53;;;
210824;2100;27;;;
210824;2200;27;;;
210824;2300;26;;;
210825;0000;10;;;
210825;0100;14;;;
210825;0200;16;;;
210825;0300;12;;;
210825;0400;8;;;
210825;0500;6;;;
210825;0600;13;;;
210825;0700;38;;;
210825;0800;40;;;
210825;0900;16;;;
210825;1000;25;;;
210825;1100;13;;;
210825;1200;16;;;
210825;1300;12;;;
210825;1400;15;;;
210825;1500;40;;;
210825;1600;40;;;
210825;1700;30;;;
210825;1800;28;;;
210825;1900;47;;;
210825;2000;53;;;
210825;2100;47;;;
210825;2200;49;;;
210825;2300;37;;;
210826;0000;30;;;
210826;0100;52;;;
210826;0200;70;;;
210826;0300;13;;;
210826;0400;16;;;
210826;0500;9;;;
210826;0600;20;;;
210826;0700;42;;;
210826;0800;48;;;
210826;0900;28;;;
210826;1000;17;;;
210826;1100;16;;;
210826;1200;14;;;
210826;1300;19;;;
210826;1400;17;;;
210826;1500;20;;;
210826;1600;23;;;
210826;1700;31;;;
210826;1800;52;;;
210826;1900;121;;;
210826;2000;329;;;
210826;2100;130;;;
210826;2200;120;;;
210826;2300;153;;;
210827;0000;76;;;
210827;0100;78;;;
210827;0200;41;;;
210827;0300;16;;;
210827;0400;30;;;
210827;0500;32;;;
210827;0600;45;;;
210827;0700;84;;;
210827;0800;123;;;
210827;0900;119;;;
210827;1000;56;;;
210827;1100;38;;;
210827;1200;40;;;
210827;1300;23;;;
210827;1400;34;;;
210827;1500;48;;;
210827;1600;60;;;
210827;1700;52;;;
210827;1800;74;;;
210827;1900;33;;;
210827;2000;69;;;
210827;2100;73;;;
210827;2200;123;;;
210827;2300;52;;;
210828;0000;34;;;
210828;0100;19;;;
210828;0200;16;;;
210828;0300;7;;;
210828;0400;15;;;
210828;0500;8;;;
210828;0600;9;;;
210828;0700;24;;;
210828;0800;21;;;
210828;0900;15;;;
210828;1000;18;;;
210828;1100;16;;;
210828;1200;15;;;
210828;1300;15;;;
210828;1400;18;;;
210828;1500;15;;;
210828;1600;21;;;
210828;1700;18;;;
210828;1800;37;;;
210828;1900;42;;;
210828;2000;43;;;
210828;2100;66;;;
210828;2200;85;;;
210828;2300;94;;;
210829;0000;53;;;
210829;0100;61;;;
210829;0200;38;;;
210829;0300;13;;;
210829;0400;15;;;
210829;0500;13;;;
210829;0600;16;;;
210829;0700;17;;;
210829;0800;24;;;
210829;0900;46;;;
210829;1000;58;;;
210829;1100;51;;;
210829;1200;55;;;
210829;1300;42;;;
210829;1400;47;;;
210829;1500;45;;;
210829;1600;48;;;
210829;1700;69;;;
210829;1800;197;;;
210829;1900;233;;;
210829;2000;160;;;
210829;2100;212;;;
210829;2200;214;;;
210829;2300;133;;;
210830;0000;87;;;
210830;0100;105;;;
210830;0200;121;;;
210830;0300;117;;;
210830;0400;105;;;
210830;0500;51;;;
210830;0600;89;;;
210830;0700;178;;;
210830;0800;60;;;
210830;0900;53;;;
210830;1000;57;;;
210830;1100;33;;;
210830;1200;29;;;
210830;1300;16;;;
210830;1400;15;;;
210830;1500;25;;;
210830;1600;31;;;
210830;1700;38;;;
210830;1800;48;;;
210830;1900;60;;;
210830;2000;84;;;
210830;2100;43;;;
210830;2200;60;;;
210830;2300;157;;;
210831;0000;115;;;
210831;0100;42;;;
210831;0200;27;;;
210831;0300;9;;;
210831;0400;22;;;
210831;0500;3;;;
210831;0600;9;;;
210831;0700;29;;;
210831;0800;64;;;
210831;0900;38;;;
210831;1000;21;;;
210831;1100;19;;;
210831;1200;22;;;
210831;1300;27;;;
210831;1400;31;;;
210831;1500;22;;;
210831;1600;33;;;
210831;1700;38;;;
210831;1800;41;;;
210831;1900;41;;;
210831;2000;42;;;
210831;2100;56;;;
210831;2200;46;;;
210831;2300;46;;;
210901;0000;24;;;
210901;0100;21;;;
210901;0200;14;;;
210901;0300;11;;;
210901;0400;26;;;
210901;0500;43;;;
210901;0600;54;;;
210901;0700;44;;;
210901;0800;42;;;
210901;0900;58;;;
210901;1000;63;;;
210901;1100;61;;;
210901;1200;39;;;
210901;1300;18;;;
210901;1400;16;;;
210901;1500;31;;;
210901;1600;26;;;
210901;1700;48;;;
210901;1800;142;;;
210901;1900;376;;;
210901;2000;135;;;
210901;2100;53;;;
210901;2200;24;;;
210901;2300;72;;;
210902;0000;147;;;
210902;0100;190;;;
210902;0200;87;;;
210902;0300;36;;;
210902;0400;19;;;
210902;0500;15;;;
210902;0600;15;;;
210902;0700;56;;;
210902;0800;36;;;
210902;0900;18;;;
210902;1000;60;;;
210902;1100;46;;;
210902;1200;23;;;
210902;1300;22;;;
210902;1400;18;;;
210902;1500;17;;;
210902;1600;17;;;
210902;1700;21;;;
210902;1800;95;;;
210902;1900;173;;;
210902;2000;393;;;
210902;2100;405;;;
210902;2200;306;;;
210902;2300;315;;;
210903;0000;91;;;
210903;0100;64;;;
210903;0200;177;;;
210903;0300;137;;;
210903;0400;56;;;
210903;0500;38;;;
210903;0600;28;;;
210903;0700;71;;;
210903;0800;103;;;
210903;0900;14;;;
210903;1000;14;;;
210903;1100;15;;;
210903;1200;15;;;
210903;1300;15;;;
210903;1400;9;;;
210903;1500;8;;;
210903;1600;18;;;
210903;1700;22;;;
210903;1800;42;;;
210903;1900;90;;;
210903;2000;326;;;
210903;2100;48;;;
210903;2200;63;;;
210903;2300;56;;;
210904;0000;25;;;
210904;0100;44;;;
210904;0200;62;;;
210904;0300;49;;;
210904;0400;26;;;
210904;0500;73;;;
210904;0600;56;;;
210904;0700;78;;;
210904;0800;34;;;
210904;0900;32;;;
210904;1000;15;;;
210904;1100;18;;;
210904;1200;18;;;
210904;1300;22;;;
210904;1400;20;;;
210904;1500;21;;;
210904;1600;16;;;
210904;1700;27;;;
210904;1800;68;;;
210904;1900;37;;;
210904;2000;43;;;
210904;2100;58;;;
210904;2200;143;;;
210904;2300;178;;;
210905;0000;91;;;
210905;0100;82;;;
210905;0200;54;;;
210905;0300;53;;;
210905;0400;49;;;
210905;0500;35;;;
210905;0600;46;;;
210905;0700;33;;;
210905;0800;57;;;
210905;0900;57;;;
210905;1000;61;;;
210905;1100;61;;;
210905;1200;36;;;
210905;1300;21;;;
210905;1400;11;;;
210905;1500;13;;;
210905;1600;28;;;
210905;1700;27;;;
210905;1800;34;;;
210905;1900;147;;;
210905;2000;60;;;
210905;2100;266;;;
210905;2200;231;;;
210905;2300;166;;;
210906;0000;194;;;
210906;0100;149;;;
210906;0200;26;;;
210906;0300;25;;;
210906;0400;12;;;
210906;0500;83;;;
210906;0600;137;;;
210906;0700;251;;;
210906;0800;61;;;
210906;0900;57;;;
210906;1000;47;;;
210906;1100;25;;;
210906;1200;15;;;
210906;1300;8;;;
210906;1400;9;;;
210906;1500;10;;;
210906;1600;13;;;
210906;1700;26;;;
210906;1800;52;;;
210906;1900;96;;;
210906;2000;444;;;
210906;2100;227;;;
210906;2200;238;;;
210906;2300;163;;;
210907;0000;90;;;
210907;0100;44;;;
210907;0200;28;;;
210907;0300;78;;;
210907;0400;22;;;
210907;0500;43;;;
210907;0600;75;;;
210907;0700;193;;;
210907;0800;105;;;
210907;0900;50;;;
210907;1000;42;;;
210907;1100;33;;;
210907;1200;14;;;
210907;1300;13;;;
210907;1400;9;;;
210907;1500;12;;;
210907;1600;10;;;
210907;1700;23;;;
210907;1800;54;;;
210907;1900;65;;;
210907;2000;64;;;
210907;2100;150;;;
210907;2200;45;;;
210907;2300;28;;;
210908;0000;14;;;
210908;0100;10;;;
210908;0200;22;;;
210908;0300;8;;;
210908;0400;7;;;
210908;0500;6;;;
210908;0600;23;;;
210908;0700;60;;;
210908;0800;35;;;
210908;0900;38;;;
210908;1000;21;;;
210908;1100;24;;;
210908;1200;31;;;
210908;1300;28;;;
210908;1400;21;;;
210908;1500;18;;;
210908;1600;18;;;
210908;1700;33;;;
210908;1800;45;;;
210908;1900;49;;;
210908;2000;29;;;
210908;2100;47;;;
210908;2200;22;;;
210908;2300;17;;;
210909;0000;8;;;
210909;0100;9;;;
210909;0200;9;;;
210909;0300;6;;;
210909;0400;14;;;
210909;0500;27;;;
210909;0600;48;;;
210909;0700;84;;;
210909;0800;47;;;
210909;0900;27;;;
210909;1000;19;;;
210909;1100;13;;;
210909;1200;21;;;
210909;1300;20;;;
210909;1400;13;;;
210909;1500;18;;;
210909;1600;10;;;
210909;1700;27;;;
210909;1800;41;;;
210909;1900;44;;;
210909;2000;84;;;
210909;2100;97;;;
210909;2200;77;;;
210909;2300;96;;;
210910;0000;91;;;
210910;0100;142;;;
210910;0200;52;;;
210910;0300;42;;;
210910;0400;32;;;
210910;0500;25;;;
210910;0600;55;;;
210910;0700;65;;;
210910;0800;85;;;
210910;0900;129;;;
210910;1000;33;;;
210910;1100;19;;;
210910;1200;15;;;
210910;1300;11;;;
210910;1400;21;;;
210910;1500;23;;;
210910;1600;32;;;
210910;1700;49;;;
210910;1800;48;;;
210910;1900;42;;;
210910;2000;41;;;
210910;2100;38;;;
210910;2200;21;;;
210910;2300;18;;;
210911;0000;8;;;
210911;0100;10;;;
210911;0200;5;;;
210911;0300;2;;;
210911;0400;2;;;
210911;0500;2;;;
210911;0600;7;;;
210911;0700;35;;;
210911;0800;20;;;
210911;0900;24;;;
210911;1000;30;;;
210911;1100;43;;;
210911;1200;28;;;
210911;1300;21;;;
210911;1400;25;;;
210911;1500;33;;;
210911;1600;36;;;
210911;1700;38;;;
210911;1800;52;;;
210911;1900;37;;;
210911;2000;49;;;
210911;2100;61;;;
210911;2200;49;;;
210911;2300;45;;;
210912;0000;58;;;
210912;0100;18;;;
210912;0200;3;;;
210912;0300;6;;;
210912;0400;6;;;
210912;0500;5;;;
210912;0600;5;;;
210912;0700;17;;;
210912;0800;29;;;
210912;0900;23;;;
210912;1000;13;;;
210912;1100;22;;;
210912;1200;21;;;
210912;1300;17;;;
210912;1400;17;;;
210912;1500;18;;;
210912;1600;15;;;
210912;1700;22;;;
210912;1800;39;;;
210912;1900;25;;;
210912;2000;25;;;
210912;2100;23;;;
210912;2200;16;;;
210912;2300;20;;;
210913;0000;20;;;
210913;0100;25;;;
210913;0200;8;;;
210913;0300;6;;;
210913;0400;5;;;
210913;0500;6;;;
210913;0600;47;;;
210913;0700;25;;;
210913;0800;29;;;
210913;0900;;;6;
210913;1000;27;;;
210913;1100;18;;;
210913;1200;12;;;
210913;1300;12;;;
210913;1400;14;;;
210913;1500;21;;;
210913;1600;16;;;
210913;1700;23;;;
210913;1800;34;;;
210913;1900;40;;;
210913;2000;25;;;
210913;2100;25;;;
210913;2200;20;;;
210913;2300;20;;;
210914;0000;1;;;
210914;0100;2;;;
210914;0200;5;;;
210914;0300;4;;;
210914;0400;5;;;
210914;0500;3;;;
210914;0600;6;;;
210914;0700;14;;;
210914;0800;11;;;
210914;0900;15;;;
210914;1000;10;;;
210914;1100;13;;;
210914;1200;16;;;
210914;1300;22;;;
210914;1400;16;;;
210914;1500;12;;;
210914;1600;22;;;
210914;1700;23;;;
210914;1800;25;;;
210914;1900;21;;;
210914;2000;19;;;
210914;2100;22;;;
210914;2200;17;;;
210914;2300;24;;;
210915;0000;1;;;
210915;0100;6;;;
210915;0200;7;;;
210915;0300;3;;;
210915;0400;1;;;
210915;0500;3;;;
210915;0600;24;;;
210915;0700;32;;;
210915;0800;20;;;
210915;0900;14;;;
210915;1000;11;;;
210915;1100;12;;;
210915;1200;10;;;
210915;1300;16;;;
210915;1400;13;;;
210915;1500;13;;;
210915;1600;17;;;
210915;1700;14;;;
210915;1800;36;;;
210915;1900;44;;;
210915;2000;45;;;
210915;2100;66;;;
210915;2200;25;;;
210915;2300;30;;;
210916;0000;10;;;
210916;0100;8;;;
210916;0200;5;;;
210916;0300;2;;;
210916;0400;7;;;
210916;0500;7;;;
210916;0600;32;;;
210916;0700;56;;;
210916;0800;21;;;
210916;0900;17;;;
210916;1000;13;;;
210916;1100;9;;;
210916;1200;6;;;
210916;1300;12;;;
210916;1400;18;;;
210916;1500;23;;;
210916;1600;20;;;
210916;1700;15;;;
210916;1800;45;;;
210916;1900;63;;;
210916;2000;71;;;
210916;2100;95;;;
210916;2200;75;;;
210916;2300;56;;;
210917;0000;68;;;
210917;0100;33;;;
210917;0200;44;;;
210917;0300;18;;;
210917;0400;2;;;
210917;0500;2;;;
210917;0600;16;;;
210917;0700;17;;;
210917;0800;19;;;
210917;0900;12;;;
210917;1000;17;;;
210917;1100;17;;;
210917;1200;11;;;
210917;1300;8;;;
210917;1400;11;;;
210917;1500;10;;;
210917;1600;8;;;
210917;1700;20;;;
210917;1800;24;;;
210917;1900;25;;;
210917;2000;31;;;
210917;2100;42;;;
210917;2200;32;;;
210917;2300;21;;;
210918;0000;18;;;
210918;0100;24;;;
210918;0200;10;;;
210918;0300;6;;;
210918;0400;2;;;
210918;0500;11;;;
210918;0600;18;;;
210918;0700;31;;;
210918;0800;35;;;
210918;0900;10;;;
210918;1000;7;;;
210918;1100;8;;;
210918;1200;16;;;
210918;1300;18;;;
210918;1400;15;;;
210918;1500;19;;;
210918;1600;17;;;
210918;1700;36;;;
210918;1800;22;;;
210918;1900;27;;;
210918;2000;44;;;
210918;2100;46;;;
210918;2200;72;;;
210918;2300;123;;;
210919;0000;51;;;
210919;0100;62;;;
210919;0200;60;;;
210919;0300;23;;;
210919;0400;15;;;
210919;0500;47;;;
210919;0600;35;;;
210919;0700;16;;;
210919;0800;13;;;
210919;0900;25;;;
210919;1000;15;;;
210919;1100;14;;;
210919;1200;7;;;
210919;1300;4;;;
210919;1400;4;;;
210919;1500;10;;;
210919;1600;14;;;
210919;1700;16;;;
210919;1800;26;;;
210919;1900;26;;;
210919;2000;25;;;
210919;2100;103;;;
210919;2200;78;;;
210919;2300;40;;;
210920;0000;23;;;
210920;0100;17;;;
210920;0200;5;;;
210920;0300;10;;;
210920;0400;25;;;
210920;0500;26;;;
210920;0600;24;;;
210920;0700;48;;;
210920;0800;17;;;
210920;0900;14;;;
210920;1000;9;;;
210920;1100;9;;;
210920;1200;8;;;
210920;1300;10;;;
210920;1400;15;;;
210920;1500;12;;;
210920;1600;15;;;
210920;1700;15;;;
210920;1800;36;;;
210920;1900;76;;;
210920;2000;55;;;
210920;2100;30;;;
210920;2200;11;;;
210920;2300;17;;;
210921;0000;15;;;
210921;0100;8;;;
210921;0200;14;;;
210921;0300;15;;;
210921;0400;13;;;
210921;0500;28;;;
210921;0600;26;;;
210921;0700;50;;;
210921;0800;23;;;
210921;0900;31;;;
210921;1000;34;;;
210921;1100;14;;;
210921;1200;12;;;
210921;1300;8;;;
210921;1400;9;;;
210921;1500;9;;;
210921;1600;9;;;
210921;1700;20;;;
210921;1800;24;;;
210921;1900;48;;;
210921;2000;36;;;
210921;2100;30;;;
210921;2200;197;;;
210921;2300;41;;;
210922;0000;40;;;
210922;0100;23;;;
210922;0200;5;;;
210922;0300;9;;;
210922;0400;8;;;
210922;0500;22;;;
210922;0600;13;;;
210922;0700;16;;;
210922;0800;14;;;
210922;0900;;;;
210922;1000;;;;
210922;1100;8;;;
210922;1200;6;;;
210922;1300;5;;;
210922;1400;16;;;
210922;1500;13;;;
210922;1600;21;;;
210922;1700;21;;;
210922;1800;48;;;
210922;1900;30;;;
210922;2000;18;;;
210922;2100;20;;;
210922;2200;14;;;
210922;2300;11;;;
210923;0000;13;;;
210923;0100;10;;;
210923;0200;7;;;
210923;0300;9;;;
210923;0400;11;;;
210923;0500;11;;;
210923;0600;11;;;
210923;0700;47;;;
210923;0800;42;;;
210923;0900;18;;;
210923;1000;14;;;
210923;1100;14;;;
210923;1200;15;;;
210923;1300;9;;;
210923;1400;8;;;
210923;1500;27;;;
210923;1600;21;;;
210923;1700;29;;;
210923;1800;27;;;
210923;1900;29;;;
210923;2000;34;;;
210923;2100;25;;;
210923;2200;19;;;
210923;2300;25;;;
210924;0000;32;;;
210924;0100;18;;;
210924;0200;8;;;
210924;0300;6;;;
210924;0400;5;;;
210924;0500;11;;;
210924;0600;9;;;
210924;0700;24;;;
210924;0800;20;;;
210924;0900;28;;;
210924;1000;15;;;
210924;1100;20;;;
210924;1200;12;;;
210924;1300;7;;;
210924;1400;9;;;
210924;1500;9;;;
210924;1600;10;;;
210924;1700;8;;;
210924;1800;28;;;
210924;1900;34;;;
210924;2000;41;;;
210924;2100;16;;;
210924;2200;22;;;
210924;2300;24;;;
210925;0000;15;;;
210925;0100;8;;;
210925;0200;7;;;
210925;0300;8;;;
210925;0400;6;;;
210925;0500;6;;;
210925;0600;14;;;
210925;0700;12;;;
210925;0800;14;;;
210925;0900;12;;;
210925;1000;11;;;
210925;1100;18;;;
210925;1200;6;;;
210925;1300;11;;;
210925;1400;10;;;
210925;1500;18;;;
210925;1600;21;;;
210925;1700;18;;;
210925;1800;18;;;
210925;1900;87;;;
210925;2000;26;;;
210925;2100;44;;;
210925;2200;66;;;
210925;2300;29;;;
210926;0000;11;;;
210926;0100;21;;;
210926;0200;6;;;
210926;0300;18;;;
210926;0400;12;;;
210926;0500;8;;;
210926;0600;20;;;
210926;0700;14;;;
210926;0800;15;;;
210926;0900;25;;;
210926;1000;12;;;
210926;1100;15;;;
210926;1200;10;;;
210926;1300;11;;;
210926;1400;18;;;
210926;1500;23;;;
210926;1600;15;;;
210926;1700;12;;;
210926;1800;33;;;
210926;1900;28;;;
210926;2000;31;;;
210926;2100;40;;;
210926;2200;39;;;
210926;2300;24;;;
210927;0000;20;;;
210927;0100;9;;;
210927;0200;8;;;
210927;0300;6;;;
210927;0400;4;;;
210927;0500;15;;;
210927;0600;25;;;
210927;0700;23;;;
210927;0800;21;;;
210927;0900;21;;;
210927;1000;15;;;
210927;1100;19;;;
210927;1200;7;;;
210927;1300;10;;;
210927;1400;9;;;
210927;1500;11;;;
210927;1600;17;;;
210927;1700;17;;;
210927;1800;35;;;
210927;1900;40;;;
210927;2000;24;;;
210927;2100;24;;;
210927;2200;23;;;
210927;2300;22;;;
210928;0000;14;;;
210928;0100;12;;;
210928;0200;7;;;
210928;0300;3;;;
210928;0400;3;;;
210928;0500;11;;;
210928;0600;19;;;
210928;0700;21;;;
210928;0800;17;;;
210928;0900;10;;;
210928;1000;9;;;
210928;1100;9;;;
210928;1200;8;;;
210928;1300;9;;;
210928;1400;9;;;
210928;1500;11;;;
210928;1600;10;;;
210928;1700;17;;;
210928;1800;25;;;
210928;1900;35;;;
210928;2000;39;;;
210928;2100;30;;;
210928;2200;27;;;
210928;2300;34;;;
210929;0000;45;;;
210929;0100;31;;;
210929;0200;7;;;
210929;0300;8;;;
210929;0400;4;;;
210929;0500;9;;;
210929;0600;111;;;
210929;0700;32;;;
210929;0800;15;;;
210929;0900;12;;;
210929;1000;70;;;
210929;1100;12;;;
210929;1200;12;;;
210929;1300;7;;;
210929;1400;8;;;
210929;1500;8;;;
210929;1600;11;;;
210929;1700;19;;;
210929;1800;20;;;
210929;1900;46;;;
210929;2000;33;;;
210929;2100;25;;;
210929;2200;22;;;
210929;2300;19;;;
210930;0000;14;;;
210930;0100;10;;;
210930;0200;9;;;
210930;0300;8;;;
210930;0400;7;;;
210930;0500;21;;;
210930;0600;10;;;
210930;0700;20;;;
210930;0800;29;;;
210930;0900;18;;;
210930;1000;15;;;
210930;1100;14;;;
210930;1200;18;;;
210930;1300;10;;;
210930;1400;20;;;
210930;1500;14;;;
210930;1600;16;;;
210930;1700;19;;;
210930;1800;24;;;
210930;1900;25;;;
210930;2000;31;;;
210930;2100;41;;;
210930;2200;14;;;
210930;2300;10;;;
211001;0000;9;;;
211001;0100;7;;;
211001;0200;5;;;
211001;0300;5;;;
211001;0400;5;;;
211001;0500;10;;;
211001;0600;43;;;
211001;0700;41;;;
211001;0800;32;;;
211001;0900;17;;;
211001;1000;44;;;
211001;1100;32;;;
211001;1200;44;;;
211001;1300;31;;;
211001;1400;46;;;
211001;1500;36;;;
211001;1600;50;;;
211001;1700;44;;;
211001;1800;56;;;
211001;1900;74;;;
211001;2000;68;;;
211001;2100;71;;;
211001;2200;91;;;
211001;2300;52;;;
211002;0000;18;;;
211002;0100;18;;;
211002;0200;29;;;
211002;0300;34;;;
211002;0400;13;;;
211002;0500;27;;;
211002;0600;50;;;
211002;0700;37;;;
211002;0800;38;;;
211002;0900;21;;;
211002;1000;16;;;
211002;1100;14;;;
211002;1200;15;;;
211002;1300;21;;;
211002;1400;21;;;
211002;1500;16;;;
211002;1600;22;;;
211002;1700;34;;;
211002;1800;38;;;
211002;1900;32;;;
211002;2000;27;;;
211002;2100;27;;;
211002;2200;20;;;
211002;2300;11;;;
211003;0000;28;;;
211003;0100;5;;;
211003;0200;8;;;
211003;0300;5;;;
211003;0400;1;;;
211003;0500;5;;;
211003;0600;11;;;
211003;0700;6;;;
211003;0800;18;;;
211003;0900;12;;;
211003;1000;12;;;
211003;1100;17;;;
211003;1200;13;;;
211003;1300;8;;;
211003;1400;10;;;
211003;1500;10;;;
211003;1600;14;;;
